EDUCATIONORGANIZATIONCATEGORYDESCRIPTOR,GRADELEVELDESCRIPTOR,SCHOOLID,SCHOOLYEAR,LOCALEDUCATIONAGENCYID,SCHOOLYEAR,ADDRESSTYPEDESCRIPTOR,STATEABBREVIATIONDESCRIPTOR,CITY,POSTALCODE,STREETNUMBERNAME,LOCALEDESCRIPTOR,APARTMENTROOMSUITENUMBER,BUILDINGSITENUMBER,CONGRESSIONALDISTRICT,COUNTYFIPSCODE,DONOTPUBLISHINDICATOR,LATITUDE,LONGITUDE,NAMEOFCOUNTY,BEGINDATE,ENDDATE,ADMINISTRATIVEFUNDINGCONTROLDESCRIPTOR,CHARTERAPPROVALAGENCYTYPEDESCRIPTOR,CHARTERSTATUSDESCRIPTOR,EDUCATIONORGANIZATIONIDENTIFICATIONSYSTEMDESCRIPTOR,IDENTIFICATIONCODE,INDICATORDESCRIPTOR,INDICATORGROUPDESCRIPTOR,INDICATORLEVELDESCRIPTOR,DESIGNATEDBY,INDICATORVALUE,BEGINDATE,ENDDATE,INSTITUTIONTELEPHONENUMBERTYPEDESCRIPTOR,TELEPHONENUMBER,INTERNATIONALADDRESSES_ADDRESSTYPEDESCRIPTOR,INTERNATIONALADDRESSES_COUNTRYDESCRIPTOR,INTERNATIONALADDRESSES_ADDRESSLINE1,INTERNATIONALADDRESSES_ADDRESSLINE2,ADDRESSLINE3,ADDRESSLINE4,BEGINDATE,ENDDATE,INTERNATIONALADDRESSES_LATITUDE,INTERNATIONALADDRESSES_LONGITUDE,INTERNETACCESSDESCRIPTOR,MAGNETSPECIALPROGRAMEMPHASISSCHOOLDESCRIPTOR,NAMEOFINSTITUTION,OPERATIONALSTATUSDESCRIPTOR,SCHOOLCATEGORYDESCRIPTOR,SCHOOLTYPEDESCRIPTOR,SHORTNAMEOFINSTITUTION,TITLEIPARTASCHOOLDESIGNATIONDESCRIPTOR,WEBSITE,POSTSECONDARYINSTITUTIONID,TX_PKFULLDAYWAIVER,TX_ADDITIONALDAYSPROGRAM,TX_NUMBEROFBULLYINGINCIDENTS,TX_NUMBEROFCYBERBULLYINGINCIDENTS,TX_CAMPUSENROLLMENTTYPE,TX_BEGINDATE,TX_ENDDATE,TX_NSLPTYPE,TX_BEGINDATE,TX_ENDDATE,TX_NUMBERCHARTERSTUDENTSENROLLED,TX_CHARTEREDUCATIONALENROLLMENTCAPACITY,TX_CHARTERADMISSIONWAITLIST,TX_BEGINDATE,TX_ENDDATE,TX_ELOTYPE,TX_BEGINDATE,TX_ENDDATE,TX_ELOACTIVITY,TX_ELODAYSSCHEDULEDPERYEAR,TX_ELOMINUTESSCHEDULEDPERDAY
,EE-5,195,2022,227901,2022,Campus,TX,Austin,78739,12801 Escarpment Blvd,,,,,,N,,,,,,,,,,,,,,,,,,Work,(512) 414-0040,,,,,,,,,,,,,Bear Creek Elementary,,,CAMPUS,Bear Creek Elementary,N,,,Y,,,,,,,,,,,,,,,,,,,,
,PK,197,2022,227901,2022,Campus,TX,Austin,78704,1100 W Live Oak St,,,,,,N,30.247095,-97.76486,,,,,,,,,,,,,,,,Work,(512) 442-2301,,,,,,,,,,,,,Mainspring Schools,,,CAMPUS,Mainspring Schools,N,,,Y,,,,,,,,,,,,,,,,,,,,
,EE-5,198,2022,227901,2022,Campus,TX,Austin,78745,4500 Menchaca Rd,,,,,,N,30.22792799,-97.79045098,,,,,,,,,,,,,,,,Work,(512) 414-2094,,,,,,,,,,,,,Joslin Elementary,,,CAMPUS,Joslin Elementary,N,,,Y,,,,,,,,,,,,,,,,,,,,
,12,199,2022,227901,2022,Campus,TX,Austin,78757,911 W Anderson Ln,,,,,,N,30.34760799,-97.71496097,,,,,,,,,,,,,,,,Work,(512) 366-5529,,,,,,,,,,,,,Greenleaf NCC,,,CAMPUS,Greenleaf NCC,N,,,N,,,,,,,,,,,,,,,,,,,,
,EE-12,248,2022,227901,2022,Campus,TX,Austin,78703,1111 W 6th St,,,,,,N,30.271793,-97.756584,,,,,,,,,,,,,,,,Work,(512) 414-0148,,,,,,,,,,,,,Dell PHP,,,CAMPUS,Dell PHP,N,,,,,,,,,,,,,,,,,,,,,,,
,EE-12,249,2022,227901,2022,Campus,TX,Austin,78703,1111 W 6th St,,,,,,N,30.271793,-97.756584,,,,,,,,,,,,,,,,Work,(512) 414-0148,,,,,,,,,,,,,DCMC Education Center,,,CAMPUS,DCMC Education Center,N,,,,,,,,,,,,,,,,,,,,,,,
,EE-12,250,2022,227901,2022,Campus,TX,Austin,78751,4110 Guadalupe St # 51,,,,,,N,30.309865,-97.736796,,,,,,,,,,,,,,,,Work,(512) 419-2561,,,,,,,,,,,,,Austin State Hospital,,,CAMPUS,Austin State Hospital,N,,,,,,,,,,,,,,,,,,,,,,,
,EE-12,251,2022,227901,2022,Campus,TX,Austin,78756,2117 W 49th St,,,,,,N,30.319677,-97.740316,,,,,,,,,,,,,,,,Work,(512) 414-3617,,,,,,,,,,,,,Rosedale,,,CAMPUS,Rosedale,N,,,,,,,,,,,,,,,,,,,,,,,
,09-Dec,258,2022,227901,2022,Campus,TX,Austin,78752,1519 Coronado Hills Dr,,,,,,N,30.326595,-97.68728,,,,,,,,,,,,,,,,Work,(512) 414-3614,,,,,,,,,,,,,Clifton Career Development Schoo,,,CAMPUS,Clifton Career Development Schoo,N,,,N,,,,,,,,,,,,,,,,,,,,
,EE-12,393,2022,227901,2022,Campus,TX,Austin,78703,1111 W 6th St,,,,,,N,30.271793,-97.756584,,,,,,,,,,,,,,,,Work,(512) 414-1700,,,,,,,,,,,,,Early Referral Center,,,CAMPUS,Early Referral Center,N,,,N,,,,,,,,,,,,,,,,,,,,
,EE-12,394,2022,227901,2022,Campus,TX,Austin,78703,1111 W 6th St,,,,,,Y,30.271793,-97.756584,,,,,,,,,,,,,,,,Work,(512) 414-1720,,,,,,,,,,,,,Proportionate Share,,,CAMPUS,Proportionate Share,N,,,,,,,,,,,,,,,,,,,,,,,
,EE,395,2022,227901,2022,Campus,TX,Austin,78703,1111 W 6th St,,,,,,N,30.271793,-97.756584,,,,,,,,,,,,,,,,Work,(512) 414-1700,,,,,,,,,,,,,Child Care Centers,,,CAMPUS,Child Care Centers,N,,,,,,,,,,,,,,,,,,,,,,,
,08-Dec,401,2003,227901,2003,Campus,TX,Austin,78756,5600 Sunshine Dr,,,,,,Y,30.327142,-97.730022,,,,,,,,,,,,,,,,Work,(512) 414-0112,,,,,,,,,,,,,(NOT USED),,,ADMIN,(NOT USED),N,,,,,,,,,,,,,,,,,,,,,,,
,08-Dec,402,2003,227901,2003,Campus,TX,Austin,78745,5601 Menchaca Rd ,,,,,,Y,30.213188,-97.79712,,,,,,,,,,,,,,,,Work,(512) 414-0112,,,,,,,,,,,,,(NOT USED),,,ADMIN,(NOT USED),N,,,,,,,,,,,,,,,,,,,,,,,
,05-Aug,411,2022,227901,2022,Campus,TX,Austin,78745,6800 Bill Hughes Rd,,,,,,N,30.195095,-97.787326,,,,,,,,,,,,,,,,Work,(512) 414-0112,,,,,,,,,,,,,Summer Middle School,,,CAMPUS,Summer Middle School,N,,,N,,,,,,,,,,,,,,,,,,,,
,05-Dec,412,2022,227901,2022,Campus,TX,Austin,78757,8401 Hathaway Dr,,,,,,N,30.364779,-97.724999,,,,,,,,,,,,,,,,Work,(512) 414-0112,,,,,,,,,,,,,Summer Middle Schl Campuses Prgm,,,CAMPUS,Summer Middle Schl Campuses Prgm,N,,,,,,,,,,,,,,,,,,,,,,,
,05-Aug,413,2022,227901,2022,Campus,TX,Austin,78744,5106 Village Square Dr,,,,,,N,30.189253,-97.743436,,,,,,,,,,,,,,,,Work,(512) 414-0112,,,,,,,,,,,,,(NOT USED) SUMMER SCHOOL MIDDLE,,,CAMPUS,(NOT USED) SUMMER SCHOOL MIDDLE,N,,,,,,,,,,,,,,,,,,,,,,,
,07-Dec,421,2022,227901,2022,Campus,TX,Austin,78704,1211 E Oltorf St,,,,,,N,30.234663,-97.74396,,,,,,,,,,,,,,,,Work,(512) 414-0112,,,,,,,,,,,,,Summer High School,,,CAMPUS,Summer High School,N,,,N,,,,,,,,,,,,,,,,,,,,
,09-Dec,422,2022,227901,2022,Campus,TX,Austin,78759,8403 Mesa Dr,,,,,,N,30.374928,-97.752415,,,,,,,,,,,,,,,,Work,(512) 414-0112,,,,,,,,,,,,,Summer High Program,,,CAMPUS,Summer High Program,N,,,N,,,,,,,,,,,,,,,,,,,,
,PK-5,446,2022,227901,2022,Campus,TX,Austin,78745,6800 Bill Hughes Rd,,,,,,N,30.195095,-97.787326,,,,,,,,,,,,,,,,Work,(512) 414-0112,,,,,,,,,,,,,Summer Elementary School,,,CAMPUS,Summer Elementary School,N,,,,,,,,,,,,,,,,,,,,,,,
,EE-6,447,2022,227901,2022,Campus,TX,Austin,78757,8401 Hathaway Dr,,,,,,N,30.364779,-97.724999,,,,,,,,,,,,,,,,Work,(512) 414-0112,,,,,,,,,,,,,SSI Small 5th,,,CAMPUS,SSI Small 5th,N,,,,,,,,,,,,,,,,,,,,,,,
,EE-5,448,2022,227901,2022,Campus,TX,Austin,78759,8601 Tallwood Dr,,,,,,N,30.376358,-97.748581,,,,,,,,,,,,,,,,Work,(512) 414-2369,,,,,,,,,,,,,Summer Schl Hill Elem,,,CAMPUS,Summer Schl Hill Elem,N,,,,,,,,,,,,,,,,,,,,,,,
,EE-5,449,2022,227901,2022,Campus,TX,Austin,78724,6711 Johnny Morris Rd,,,,,,N,30.30114,-97.646591,,,,,,,,,,,,,,,,Work,(512) 414-2578,,,,,,,,,,,,,Summer Schl Jordan Elem,,,CAMPUS,Summer Schl Jordan Elem,N,,,,,,,,,,,,,,,,,,,,,,,
,EE-5,450,2021,227901,2021,Campus,TX,Austin,78723,3100 Rogge Ln,,,,,,N,30.30317,-97.676195,,,,,,,,,,,,,,,,Work,(512) 414-4445,,,,,,,,,,,,,(NOT USED) SUMMER SCHOOL,,,CAMPUS,(NOT USED) SUMMER SCHOOL,N,,,,,,,,,,,,,,,,,,,,,,,
,EE-5,451,2021,227901,2021,Campus,TX,Austin,78758,1412 Norseman Ter,,,,,,N,30.364811,-97.709163,,,,,,,,,,,,,,,,Work,(512) 414-2353,,,,,,,,,,,,,(NOT USED) SUMMER SCHOOL,,,CAMPUS,(NOT USED) SUMMER SCHOOL,N,,,,,,,,,,,,,,,,,,,,,,,
,EE-5,452,2010,227901,2010,Campus,TX,Austin,78745,3000 Jones Rd,,,,,,N,30.2283,-97.806465,,,,,,,,,,,,,,,,Work,(512) 414-2392,,,,,,,,,,,,,(NOT USED) SUMMER SCHOOL,,,ADMIN,(NOT USED) SUMMER SCHOOL,N,,,,,,,,,,,,,,,,,,,,,,,
,EE-5,453,2010,227901,2010,Campus,TX,Austin,78758,1412 Norseman Ter,,,,,,Y,30.364811,-97.709163,,,,,,,,,,,,,,,,Work,(512) 841-8400,,,,,,,,,,,,,(NOT USED) SUMMER SCHOOL,,,ADMIN,(NOT USED) SUMMER SCHOOL,N,,,,,,,,,,,,,,,,,,,,,,,
,EE-5,454,2022,227901,2022,Campus,TX,Austin,78744,8601 Vertex Blvd,,,,,,N,30.156019,-97.751703,,,,,,,,,,,,,,,,Work,(512) 841-8800,,,,,,,,,,,,,Summer Schl SCI Elem,,,CAMPUS,Summer Schl SCI Elem,N,,,,,,,,,,,,,,,,,,,,,,,
,EE-5,455,2022,227901,2022,Campus,TX,Austin,78744,5409 Ponciana Dr,,,,,,N,30.196908,-97.755182,,,,,,,,,,,,,,,,Work,(512) 414-2517,,,,,,,,,,,,,Summer Schl SCI Elem,,,CAMPUS,Summer Schl SCI Elem,N,,,,,,,,,,,,,,,,,,,,,,,
,EE-5,456,2022,227901,2022,Campus,TX,Austin,78758,1412 Norseman Ter,,,,,,N,30.364811,-97.709163,,,,,,,,,,,,,,,,Work,(512) 414-2353,,,,,,,,,,,,,Summer Schl SCI Elem,,,CAMPUS,Summer Schl SCI Elem,N,,,,,,,,,,,,,,,,,,,,,,,
,EE-5,457,2022,227901,2022,Campus,TX,Austin,78704,3800 S 2nd St,,,,,,N,30.229823,-97.772264,,,,,,,,,,,,,,,,Work,(512) 414-1756,,,,,,,,,,,,,Summer Schl EL Galindo Elem,,,CAMPUS,Summer Schl EL Galindo Elem,N,,,,,,,,,,,,,,,,,,,,,,,
,EE-5,458,2022,227901,2022,Campus,TX,Austin,78744,2206 Blue Meadow Dr,,,,,,N,30.182109,-97.762933,,,,,,,,,,,,,,,,Work,(512) 414-1765,,,,,,,,,,,,,Summer Schl EL Harris Elem,,,CAMPUS,Summer Schl EL Harris Elem,N,,,,,,,,,,,,,,,,,,,,,,,
,EE-5,459,2022,227901,2022,Campus,TX,Austin,78744,7500 S Pleasant Valley Rd,,,,,,N,30.170478,-97.755809,,,,,,,,,,,,,,,,Work,(512) 841-9100,,,,,,,,,,,,,Summer Schl EL Houston Elem,,,CAMPUS,Summer Schl EL Houston Elem,N,,,,,,,,,,,,,,,,,,,,,,,
,EE-5,460,2022,227901,2022,Campus,TX,Austin,78751,5005 Caswell Ave,,,,,,N,30.311267,-97.716459,,,,,,,,,,,,,,,,Work,(512) 414-4469,,,,,,,,,,,,,Summer Schl EL,,,CAMPUS,Summer Schl EL,N,,,,,,,,,,,,,,,,,,,,,,,
,EE-5,462,2022,227901,2022,Campus,TX,Austin,78753,8301 Furness Dr,,,,,,N,30.342466,-97.688007,,,,,,,,,,,,,,,,Work,(512) 841-2100,,,,,,,,,,,,,Summer Schl EL Elem,,,CAMPUS,Summer Schl EL Elem,N,,,,,,,,,,,,,,,,,,,,,,,
,EE-5,463,2022,227901,2022,Campus,TX,Austin,78757,3025 Crosscreek Dr,,,,,,N,30.368911,-97.733521,,,,,,,,,,,,,,,,Work,(512) 414-2350,,,,,,,,,,,,,Summer Schl EL Pillow Elem,,,CAMPUS,Summer Schl EL Pillow Elem,N,,,,,,,,,,,,,,,,,,,,,,,
,EE-5,464,2022,227901,2022,Campus,TX,Austin,78753,401 W Braker Ln,,,,,,N,30.379732,-97.68408,,,,,,,,,,,,,,,,Work,(512) 414-4499,,,,,,,,,,,,,Summer Schl EL Elem,,,CAMPUS,Summer Schl EL Elem,N,,,,,,,,,,,,,,,,,,,,,,,
,EE-5,465,2022,227901,2022,Campus,TX,Austin,78745,3000 Jones Rd,,,,,,N,30.2283,-97.806465,,,,,,,,,,,,,,,,Work,(512) 414-2392,,,,,,,,,,,,,Summer Schl EL Sunset Valley Elm,,,CAMPUS,Summer Schl EL Sunset Valley Elm,N,,,,,,,,,,,,,,,,,,,,,,,
,EE-12,468,2022,227901,2022,Campus,TX,Austin,78756,2117 W 49th St,,,,,,N,30.319677,-97.740316,,,,,,,,,,,,,,,,Work,(512) 414-3617,,,,,,,,,,,,,Summer Schl ESY Rosedale,,,CAMPUS,Summer Schl ESY Rosedale,N,,,,,,,,,,,,,,,,,,,,,,,
,EE-12,469,2022,227901,2022,Campus,TX,Austin,78704,400 W Live Oak St,,,,,,N,30.243887,-97.755814,,,,,,,,,,,,,,,,Work,(512) 440-0613,,,,,,,,,,,,,Summer Schl ALT,,,CAMPUS,Summer Schl ALT,N,,,N,,,,,,,,,,,,,,,,,,,,
,06-Dec,470,2022,227901,2022,Campus,TX,Austin,78744,5605 Nuckols Crossing Rd,,,,,,N,30.188397,-97.740487,,,,,,,,,,,,,,,,Work,(512) 841-6700,,,,,,,,,,,,,Summer Alternative Campus,,,CAMPUS,Summer Alternative Campus,N,,,N,,,,,,,,,,,,,,,,,,,,
,06-Aug,471,2022,227901,2022,Campus,TX,Austin,78724,7414 Johnny Morris Rd,,,,,,N,30.310717,-97.643562,,,,,,,,,,,,,,,,Work,(512) 841-6700,,,,,,,,,,,,,Ignite Garcia YMLA,,,CAMPUS,Ignite Garcia YMLA,N,,,N,,,,,,,,,,,,,,,,,,,,
,06-Aug,472,2022,227901,2022,Campus,TX,Austin,78702,1607 Pennsylvania Ave,,,,,,N,30.270937,-97.721778,,,,,,,,,,,,,,,,Work,(512) 841-6700,,,,,,,,,,,,,Ignite Kealing Middle School,,,CAMPUS,Ignite Kealing Middle School,N,,,N,,,,,,,,,,,,,,,,,,,,
,06-Aug,473,2022,227901,2022,Campus,TX,Austin,78757,6201 Wynona Ave,,,,,,N,30.337408,-97.740517,,,,,,,,,,,,,,,,Work,(512) 841-6700,,,,,,,,,,,,,Ignite Lamar Middle School,,,CAMPUS,Ignite Lamar Middle School,N,,,N,,,,,,,,,,,,,,,,,,,,
,06-Aug,474,2022,227901,2022,Campus,TX,Austin,78749,4801 Monterey Oaks Blvd,,,,,,N,30.233029,-97.840972,,,,,,,,,,,,,,,,Work,(512) 841-6700,,,,,,,,,,,,,Ignite Small Middle School,,,CAMPUS,Ignite Small Middle School,N,,,N,,,,,,,,,,,,,,,,,,,,
,06-Aug,475,2022,227901,2022,Campus,TX,Austin,78757,8401 Hathaway Dr,,,,,,N,30.364779,-97.724999,,,,,,,,,,,,,,,,Work,(512) 414-3225,,,,,,,,,,,,,Ignite Burnet Middle School,,,CAMPUS,Ignite Burnet Middle School,N,,,N,,,,,,,,,,,,,,,,,,,,
,06-Aug,476,2022,227901,2022,Campus,TX,Austin,78702,1601 Haskell St,,,,,,N,30.252694,-97.730149,,,,,,,,,,,,,,,,Work,(512) 414-3243,,,,,,,,,,,,,Twilight Martin Middle School,,,CAMPUS,Twilight Martin Middle School,N,,,N,,,,,,,,,,,,,,,,,,,,
,06-Aug,477,2022,227901,2022,Campus,TX,Austin,78745,6800 Bill Hughes Rd,,,,,,N,30.195095,-97.787326,,,,,,,,,,,,,,,,Work,(512) 414-3265,,,,,,,,,,,,,Ignite Bedichek Middle School,,,CAMPUS,Ignite Bedichek Middle School,N,,,N,,,,,,,,,,,,,,,,,,,,
,06-Aug,478,2022,227901,2022,Campus,TX,Austin,78744,5106 Village Square Dr,,,,,,N,30.189253,-97.743436,,,,,,,,,,,,,,,,Work,(512) 414-3284,,,,,,,,,,,,,Ignite Mendez Middle School,,,CAMPUS,Ignite Mendez Middle School,N,,,N,,,,,,,,,,,,,,,,,,,,
,06-Aug,479,2022,227901,2022,Campus,TX,Austin,78748,10100 S Mary Moore Searight Dr,,,,,,Y,30.173941,-97.807542,,,,,,,,,,,,,,,,Work,(512) 841-6800,,,,,,,,,,,,,Ignite Paredes Middle School,,,CAMPUS,Ignite Paredes Middle School,N,,,N,,,,,,,,,,,,,,,,,,,,
,06-Dec,480,2022,227901,2022,Campus,TX,Austin,78748,10701 S 1st St,,,,,,N,30.148789,-97.800975,,,,,,,,,,,,,,,,Work,(512) 414-0112,,,,,,,,,,,,,Twilight Akins High School,,,CAMPUS,Twilight Akins High School,N,,,N,,,,,,,,,,,,,,,,,,,,
,06-Dec,481,2022,227901,2022,Campus,TX,Austin,78702,901 Neal St,,,,,,N,30.269331,-97.709045,,,,,,,,,,,,,,,,Work,(512) 414-0112,,,,,,,,,,,,,Twilight Fulmore Middle School,,,CAMPUS,Twilight Fulmore Middle School,N,,,N,,,,,,,,,,,,,,,,,,,,
,06-Dec,482,2022,227901,2022,Campus,TX,Austin,78759,8403 Mesa Dr,,,,,,N,30.374928,-97.752415,,,,,,,,,,,,,,,,Work,(512) 414-0112,,,,,,,,,,,,,Twilight Anderson High School,,,CAMPUS,Twilight Anderson High School,N,,,N,,,,,,,,,,,,,,,,,,,,
,06-Dec,483,2022,227901,2022,Campus,TX,Austin,78703,1715 W Cesar Chavez St,,,,,,N,30.272551,-97.766925,,,,,,,,,,,,,,,,Work,(512) 414-0112,,,,,,,,,,,,,Twilight Austin High School,,,CAMPUS,Twilight Austin High School,N,,,N,,,,,,,,,,,,,,,,,,,,
,09-Dec,485,2022,227901,2022,Campus,TX,Austin,78745,5601 Menchaca Rd ,,,,,,N,30.213188,-97.79712,,,,,,,,,,,,,,,,Work,(512) 414-0112,,,,,,,,,,,,,Twilight Crockett High School,,,CAMPUS,Twilight Crockett High School,N,,,N,,,,,,,,,,,,,,,,,,,,
,06-Dec,486,2022,227901,2022,Campus,TX,Austin,78721,1012 Arthur Stiles Rd,,,,,,N,30.259249,-97.680739,,,,,,,,,,,,,,,,Work,(512) 414-0112,,,,,,,,,,,,,Jumpstart Eastside Memorial HS,,,CAMPUS,Jumpstart Eastside Memorial HS,N,,,N,,,,,,,,,,,,,,,,,,,,
,06-Dec,487,2022,227901,2022,Campus,TX,Austin,78721,1012 Arthur Stiles Rd,,,,,,N,30.259249,-97.680739,,,,,,,,,,,,,,,,Work,(512) 414-0112,,,,,,,,,,,,,Jumpstart International High Schl,,,CAMPUS,Jumpstart International High Schl,N,,,N,,,,,,,,,,,,,,,,,,,,
,06-Dec,489,2022,227901,2022,Campus,TX,Austin,78724,7309 Lazy Creek Dr,,,,,,N,30.3124,-97.655811,,,,,,,,,,,,,,,,Work,(512) 414-0112,,,,,,,,,,,,,Jumpstart LBJ High School,,,CAMPUS,Jumpstart LBJ High School,N,,,N,,,,,,,,,,,,,,,,,,,,
,06-Dec,490,2022,227901,2022,Campus,TX,Austin,78758,1201 Payton Gin Rd,,,,,,N,30.359683,-97.70739,,,,,,,,,,,,,,,,Work,(512) 414-0112,,,,,,,,,,,,,Jumpstart Lanier High School,,,CAMPUS,Jumpstart Lanier High School,N,,,N,,,,,,,,,,,,,,,,,,,,
,06-Dec,491,2022,227901,2022,Campus,TX,Austin,78756,5600 Sunshine Dr,,,,,,N,30.327142,-97.730022,,,,,,,,,,,,,,,,Work,(512) 414-0112,,,,,,,,,,,,,Twilight McCallum High School,,,CAMPUS,Twilight McCallum High School,N,,,N,,,,,,,,,,,,,,,,,,,,
,06-Dec,492,2022,227901,2022,Campus,TX,Austin,78752,7104 Berkman Dr,,,,,,N,30.323644,-97.68963,,,,,,,,,,,,,,,,Work,(512) 414-0112,,,,,,,,,,,,,Twilight Reagan High School,,,CAMPUS,Twilight Reagan High School,N,,,N,,,,,,,,,,,,,,,,,,,,
,06-Dec,494,2022,227901,2022,Campus,TX,Austin,78704,1211 E Oltorf St,,,,,,N,30.234663,-97.74396,,,,,,,,,,,,,,,,Work,(512) 414-0112,,,,,,,,,,,,,Jumpstart Travis High School,,,CAMPUS,Jumpstart Travis High School,N,,,N,,,,,,,,,,,,,,,,,,,,
,06-Aug,495,2022,227901,2022,Campus,TX,Austin,78749,3700 Convict Hill Rd,,,,,,N,30.213128,-97.834595,,,,,,,,,,,,,,,,Work,(512) 414-3276,,,,,,,,,,,,,Ignite Covington Middle School,,,CAMPUS,Ignite Covington Middle School,N,,,N,,,,,,,,,,,,,,,,,,,,
,06-Aug,496,2022,227901,2022,Campus,TX,Austin,78739,4020 Lost Oasis Holw,,,,,,N,30.164987,-97.872164,,,,,,,,,,,,,,,,Work,(512) 414-4990,,,,,,,,,,,,,Twilight Bailey Middle School,,,CAMPUS,Twilight Bailey Middle School,N,,,N,,,,,,,,,,,,,,,,,,,,
